"id";"mass..g.";"year";"reclat";"reclong"
9086;4887;1990;-76.26993;156.45267
9087;4497;1990;-76.26638;156.44915
9088;10810;1990;-76.27618;156.40101
9089;3716;1990;-76.26767;156.44644
9090;7892;1990;-76.27857;156.41966
9091;5367;1990;-76.27158;156.44175
9092;5035;1990;-76.27894;156.44137
9093;3050;1990;-76.27199;156.44076
9094;3487;1990;-76.26961;156.44217
9095;1606;1990;-76.26955;156.447
9096;1251;1990;-76.26742;156.44963
9097;3304;1990;-76.26828;156.44387
9098;7291;1990;-76.27309;156.44098
9099;5258;1990;-76.27294;156.44296
9100;5538;1990;-76.2796;156.4276
9101;2233;1990;-76.26696;156.4529
9102;1280;1990;-76.28982;156.41449
9103;4893;1990;-76.28927;156.42524
9104;6502;1990;-76.2804;156.42536
9105;2801;1990;-76.2707;156.44592
9106;3316;1990;-76.26729;156.45056
9107;3020;1990;-76.18333;157.16667
9108;3701;1990;-76.27847;156.39784
9109;7227;1990;-76.18333;157.16667
9110;7829;1990;-76.28303;156.41808
9111;5732;1990;-76.27992;156.40561
9112;12061;1990;-76.26964;156.44479
9113;11496;1990;-76.27741;156.41501
9114;6998;1990;-76.26767;156.44413
9115;1251;1990;-76.27085;156.44827
9116;7098;1990;-76.28915;156.40901
9117;2251;1990;-76.27974;156.41659
9118;9032;1990;-76.28316;156.41245
9119;1204;1990;-76.26861;156.45217
9120;1204;1990;-76.29072;156.37696
9121;5250;1990;-76.27872;156.41298
9122;6871;1990;-76.28058;156.39828
9123;4339;1990;-76.26659;156.44809
9124;4319;1990;-76.26651;156.44808
9125;1100;1990;-76.26701;156.45035
9126;11421;1990;-76.2727;156.44562
9127;4381;1990;-76.26702;156.45029
9128;6475;1990;-76.27806;156.42597
9129;4685;1990;-76.27728;156.44274
9130;3765;1990;-76.28104;156.403
9131;8980;1990;-76.2667;156.44994
9132;4839;1990;-76.27832;156.42565
9133;8414;1990;-76.27269;156.43966
9134;3513;1990;-76.2773;156.40184
9135;2225;1990;-76.26947;156.44717
9136;1796;1990;-76.27099;156.48286
9137;1898;1990;-76.26703;156.44729
9138;2974;1990;-76.27065;156.44674
9139;4709;1990;-76.27292;156.44431
9140;6974;1990;-76.27125;156.44472
9141;10775;1990;-76.2918;156.38742
9142;4645;1990;-76.27239;156.4385
9143;2233;1990;-76.27068;156.447
9144;1932;1990;-76.27306;156.44351
9145;4439;1990;-76.26893;156.44203
9146;2828;1990;-76.27043;156.44332
9147;10552;1990;-76.26757;156.44486
9148;4887;1990;-76.26871;156.44923
9149;1606;1990;-76.27049;156.44691
9150;1932;1990;-76.26703;156.44833
9151;8992;1990;-76.28286;156.40906
9152;4693;1990;-76.27926;156.42027
9153;7798;1990;-76.29006;156.37444
9154;8835;1990;-76.28912;156.41081
9155;5885;1990;-76.2827;156.44476
9156;1876;1990;-76.28663;156.44656
9157;3322;1990;-76.28653;156.44095
9158;1140;1990;-76.28257;156.46062
9159;2539;1990;-76.28466;156.45988
9160;11481;1990;-76.28163;156.4638
9161;3269;1990;-76.28707;156.4607
9162;6479;1990;-76.28498;156.46089
9163;2233;1990;-76.2805;156.44409
9164;4670;1990;-76.28599;156.44997
9165;1627;1990;-76.28217;156.46237
9166;6429;1990;-76.28575;156.49583
9167;8324;1990;-76.28479;156.46238
9168;11446;1990;-76.28251;156.47597
9169;9006;1990;-76.28384;156.43736
9170;1887;1990;-76.28322;156.45294
9171;9809;1990;-76.2901;156.45746
9172;7881;1990;-76.28583;156.43812
9173;5712;1990;-76.28451;156.46501
9174;5992;1990;-76.28453;156.46033
9175;6377;1990;-76.28521;156.44383
9176;2539;1990;-76.28754;156.46724
9177;9060;1990;-76.28808;156.43718
9178;1922;1990;-76.28336;156.45035
9179;9018;1990;-76.28237;156.46321
9180;7870;1990;-76.28751;156.43651
9181;9258;1990;-76.28387;156.46894
9182;5367;1990;-76.2845;156.46274
9183;8023;1990;-76.28621;156.46293
9184;1140;1990;-76.28897;156.46496
9185;8835;1990;-76.28988;156.45625
9186;2202;1990;-76.28144;156.46482
9187;7870;1990;-76.2915;156.44504
9188;2549;1990;-76.28815;156.46854
9189;8417;1990;-76.28853;156.46812
9190;9060;1990;-76.2829;156.46722
9191;6417;1990;-76.29311;156.43586
9192;5081;1990;-76.28377;156.46178
9193;9044;1990;-76.28484;156.43904
9194;10698;1990;-76.28604;156.45003
9195;1627;1990;-76.29205;156.44469
9196;10753;1990;-76.28296;156.45927
9197;7798;1990;-76.28864;156.43379
9198;6377;1990;-76.28747;156.44953
9199;4349;1990;-76.28762;156.44817
9200;2512;1990;-76.28409;156.46138
9201;7448;1990;-76.28574;156.45715
9202;3294;1990;-76.28317;156.46285
9203;2181;1990;-76.2823;156.46199
9204;7881;1990;-76.28774;156.43651
9205;7549;1990;-76.2858;156.46845
9206;5685;1990;-76.28233;156.47658
9207;4497;1990;-76.28535;156.44404
9208;11471;1990;-76.28668;156.44017
9209;1204;1990;-76.28425;156.43685
9210;9909;1990;-76.28739;156.43946
9211;2539;1990;-76.28402;156.43617
9212;1080;1990;-76.28734;156.46046
9213;11481;1990;-76.28653;156.44975
9214;1638;1990;-76.28725;156.43734
9215;2527;1990;-76.28241;156.46228
9216;6377;1990;-76.29001;156.43971
9217;8980;1990;-76.28631;156.43429
9218;8835;1990;-76.2874;156.43731
9219;3732;1990;-76.28324;156.46829
9220;9909;1990;-76.2826;156.4618
9221;6407;1990;-76.28526;156.45039
9222;4360;1990;-76.28631;156.44991
9223;9931;1990;-76.28735;156.43985
9224;8223;1990;-76.28235;156.44806
9225;1515;1990;-76.288;156.44045
9226;6387;1990;-76.2886;156.43297
9227;2191;1990;-76.28187;156.45518
9228;5089;1990;-76.28373;156.45834
9229;96;1990;-76.28198;156.45502
9230;9018;1990;-76.28427;156.45955
9231;11471;1990;-76.28563;156.43868
9232;1120;1990;-76.28516;156.46083
9233;4309;1990;-76.28732;156.44992
9234;10698;1990;-76.28127;156.45632
9235;5403;1990;-76.28373;156.46717
9236;7613;1990;-76.28738;156.44134
9237;2758;1990;-76.28538;156.43421
9238;10741;1990;-76.28958;156.4563
9239;10718;1990;-76.28587;156.44218
9240;6112;1990;-76.28071;156.45093
9241;9779;1990;-76.28238;156.49532
9242;5538;1990;-76.27318;156.5121
9243;7892;1990;-76.2864;156.49366
9244;5992;1990;-76.27266;156.50435
9245;10009;1990;-76.28274;156.47277
9246;7937;1990;-76.28545;156.48241
9247;10510;1990;-76.28565;156.48143
9248;9261;1990;-76.27908;156.53304
9249;3672;1990;-76.28716;156.48633
9319;7613;1990;-76.28196;156.47777
9250;3732;1990;-76.28683;156.48353
9251;3523;1990;-76.28015;156.48001
9252;4402;1990;-76.28681;156.49212
9253;5538;1990;-76.28281;156.50549
9254;4663;1990;-76.27793;156.48952
9255;6041;1990;-76.27538;156.5118
9256;8133;1990;-76.27989;156.48137
9257;10504;1990;-76.2661;156.51827
9258;7916;1990;-76.2873;156.48477
9259;3750;1990;-76.27994;156.50071
9260;5992;1990;-76.28021;156.51229
9261;7344;1990;-76.28259;156.51107
9262;6771;1990;-76.28183;156.51071
9263;8790;1990;-76.28264;156.49639
9264;2251;1990;-76.28631;156.4723
9265;6041;1990;-76.28339;156.5057
9266;1217;1990;-76.28258;156.48919
9267;4709;1990;-76.28686;156.47994
9268;5544;1990;-76.28739;156.47888
9269;5544;1990;-76.28501;156.47914
9270;7448;1990;-76.26597;156.50659
9271;12118;1990;-76.28466;156.4818
9272;1260;1990;-76.26919;156.51864
9273;6429;1990;-76.27481;156.50133
9274;12118;1990;-76.27276;156.4982
9275;2202;1990;-76.27915;156.49366
9276;10775;1990;-76.2699;156.50559
9277;6725;1990;-76.28292;156.48989
9278;5081;1990;-76.28538;156.4963
9279;10929;1990;-76.28485;156.50481
9280;7430;1990;-76.28791;156.47642
9281;8506;1990;-76.28503;156.4941
9282;7524;1990;-76.28454;156.48191
9283;6518;1990;-76.27403;156.50263
9320;6112;1990;-76.26579;156.50732
9284;3003;1990;-76.28667;156.4847
9285;3672;1990;-76.28205;156.4896
9286;2819;1990;-76.27256;156.51212
9287;1269;1990;-76.28009;156.47999
9288;6760;1990;-76.28569;156.49453
9289;8039;1990;-76.27498;156.50899
9290;3757;1990;-76.27835;156.49957
9291;5212;1990;-76.28771;156.48194
9292;10844;1990;-76.28175;156.50481
9293;3741;1990;-76.28452;156.48347
9294;10397;1990;-76.26933;156.52623
9295;2549;1990;-76.28555;156.47914
9296;10729;1990;-76.27455;156.51232
9297;5347;1990;-76.28536;156.49204
9298;8686;1990;-76.28236;156.50707
9299;5403;1990;-76.28622;156.49326
9300;2181;1990;-76.28497;156.49383
9301;7235;1990;-76.27089;156.4956
9302;10112;1990;-76.28185;156.4799
9303;2729;1990;-76.28509;156.48139
9304;7187;1990;-76.27688;156.49172
9305;2261;1990;-76.2806;156.49971
9306;2549;1990;-76.28458;156.5046
9307;7227;1990;-76.28211;156.50602
9308;2485;1990;-76.28791;156.49406
9309;5053;1990;-76.28431;156.47701
9310;10804;1990;-76.27526;156.5331
9311;2191;1990;-76.27998;156.48021
9312;3322;1990;-76.28351;156.4814
9313;1187;1990;-76.28729;156.47585
9314;11457;1990;-76.26876;156.5134
9315;12137;1990;-76.27316;156.49865
9316;6475;1990;-76.28118;156.49524
9317;12098;1990;-76.28461;156.50459
9318;9944;1990;-76.26825;156.49748
9321;23;1990;-76.2733;156.48695
9322;5081;1990;-76.28384;156.47414
9323;4391;1990;-76.28806;156.47053
9324;9909;1990;-76.26869;156.49893
9325;7850;1990;-76.26579;156.5072
9326;8620;1990;-76.27453;156.4303
9327;65;1990;-76.26684;156.44993
9328;23;1990;-76.2692;156.46374
9329;7218;1990;-76.26769;156.44136
9330;6742;1990;-76.27121;156.43555
9331;9503;1990;-76.26855;156.4379
9332;9423;1990;-76.27487;156.43434
9333;7840;1990;-76.27689;156.43492
9334;8414;1990;-76.2757;156.42476
9335;7313;1990;-76.26946;156.43994
9336;4893;1990;-76.2705;156.43542
9337;5875;1990;-76.27406;156.43205
9338;8233;1990;-76.27509;156.42969
9339;3750;1990;-76.27432;156.44064
9340;3287;1990;-76.2735;156.43041
9341;5053;1990;-76.27447;156.44173
9342;9336;1990;-76.26857;156.4367
9343;2243;1990;-76.26955;156.43758
9344;3269;1990;-76.27239;156.4328
9345;5386;1990;-76.26984;156.43535
9346;1515;1990;-76.27538;156.42935
9347;5017;1990;-76.2721;156.42752
9348;1239;1990;-76.27182;156.43385
9349;3455;1990;-76.26729;156.44219
9350;2801;1990;-76.27668;156.52532
9351;6367;1990;-76.26747;156.44206
9352;12128;1990;-76.26758;156.44114
9353;4693;1990;-76.27406;156.43688
9354;8028;1990;-76.27449;156.42786
9355;9982;1990;-76.27827;156.43924
9356;9032;1990;-76.27457;156.43029
9357;5089;1990;-76.27646;156.43239
9358;3757;1990;-76.27253;156.43308
9359;8437;1990;-76.27362;156.43083
9360;9273;1990;-76.26823;156.43962
9361;4677;1990;-76.27103;156.43809
9362;3529;1990;-76.27111;156.43756
9363;2555;1990;-76.27205;156.43567
9364;5864;1990;-76.27683;156.43768
9365;10022;1990;-76.27573;156.43087
9366;2758;1990;-76.27112;156.43603
9367;5718;1990;-76.27835;156.42811
9368;4468;1990;-76.27537;156.44138
9369;9430;1990;-76.27323;156.43365
9370;2181;1990;-76.27207;156.43683
9371;1960;1990;-76.27247;156.43459
9372;1606;1990;-76.26762;156.44101
9373;5567;1990;-76.26923;156.43909
9374;8414;1990;-76.26804;156.43741
9375;10522;1990;-76.26962;156.44056
9376;8582;1990;-76.27678;156.43611
9377;7870;1990;-76.26852;156.44275
9378;4391;1990;-76.27885;156.43785
9379;1090;1990;-76.26822;156.43949
9380;3020;1990;-76.27072;156.43456
9381;4309;1990;-76.26747;156.44215
9382;3455;1990;-76.27599;156.43265
9383;2791;1990;-76.27534;156.44146
9384;1578;1990;-76.27045;156.43824
9385;4391;1990;-76.27015;156.43852
9386;7613;1990;-76.27696;156.43943
9387;7870;1990;-76.26868;156.44126
9388;85;1990;-76.2776;156.43493
9389;2251;1990;-76.2713;156.43391
9390;6439;1990;-76.27104;156.4357
9391;11471;1990;-76.2686;156.43729
9392;1057;1990;-76.27417;156.43974
9393;1130;1990;-76.27404;156.43113
9394;1057;1990;-76.26785;156.44033
9395;1057;1990;-76.2675;156.44222
9396;2819;1990;-76.27103;156.43552
9397;4381;1990;-76.26811;156.43844
9398;6449;1990;-76.27334;156.44288
9399;3003;1990;-76.27802;156.47659
9400;9970;1990;-76.27151;156.45692
9401;9044;1990;-76.27739;156.42205
9402;8783;1990;-76.27163;156.44231
9403;7620;1992;-76.03785;156.13964
9404;168;1992;-76.02353;155.79752
9405;10391;1992;-76.05436;156.25816
9406;6998;1992;-76.03165;156.01934
9407;9006;1992;-76.03298;156.298
9408;85;1992;-76.04972;156.45457
9409;65;1992;-76.01942;155.98163
9410;1090;1992;-76.04154;156.27207
9411;23;1992;-76.01942;155.98152
9412;107;1992;-76.0194;155.97922
9413;3294;1992;-76.02796;156.03839
9414;3890;1992;-76.0819;156.02116
9415;12148;1992;-76.01854;155.87893
9416;4309;1992;-76.05208;156.02921
9417;7798;1992;-76.05005;156.0315
9418;1187;1992;-76.08199;156.0206
9419;33;1992;-76.08189;156.02026
9420;6449;1992;-76.08186;156.02074
9421;96;1992;-76.03863;156.07439
9422;1080;1992;-76.04907;156.03402
9423;54;1992;-76.08193;156.02126
9424;12128;1992;-76.02456;156.01923
9425;4700;1992;-76.04656;156.44532
9426;2783;1992;-76.08257;156.01928
9427;3504;1992;-76.05229;156.26121
9428;3237;1992;-76.05212;156.26191
9429;3020;1992;-76.05218;156.26143
9430;44;1992;-76.01183;155.80682
9431;4117;1992;-76.05086;156.00568
9432;317;1992;-76.07441;155.92739
9433;512;1992;-76.02319;155.8876
9434;10588;1992;-76.04065;156.10743
9435;11014;1992;-76.03088;156.00672
9436;10963;1992;-76.04015;156.12512
9437;10312;1992;-76.01907;155.70093
9438;9379;1992;-76.03508;155.84404
9439;7062;1992;-76.01488;155.73612
9440;11003;1992;-76.03705;156.12958
9441;9214;1992;-85.63333;157.16667
9442;8190;1992;-76.04524;156.26793
9443;6054;1992;-76.02506;155.91241
9444;1379;1992;-76.0652;156.00931
9445;4565;1992;-76.05511;156.03014
9446;2450;1992;-76.05565;156.27849
9447;5181;1992;-75.99244;155.57338
9448;3124;1992;-76.09729;156.23008
9449;2351;1992;-76.04682;155.97254
9450;9701;1992;-76.02643;155.90985
9451;9774;1992;-76.03863;155.90865
9452;10860;1992;-76.04583;156.19073
9453;12342;1992;-76.02936;155.99999
9454;11967;1992;-76.05451;156.01421
9455;11604;1992;-76.01319;155.65975
9456;9763;1992;-76.07368;156.09365
9457;10112;1992;-76.02017;155.99339
9458;10450;1992;-76.05257;156.05525
9459;9267;1992;-76.05532;156.03296
9460;11790;1992;-76.05727;156.31412
9461;11309;1992;-76.0233;155.72747
9462;8756;1992;-76.05945;155.8646
9463;11298;1992;-76.04893;156.42579
9464;10986;1992;-76.06623;156.00851
9465;11049;1992;-76.03049;155.79297
9466;10861;1992;-76.05506;156.30897
9467;8534;1992;-76.03829;156.02557
9468;10339;1992;-76.03686;156.20215
9469;8790;1992;-76.08372;155.98715
9470;8765;1992;-76.10634;155.98465
9471;8148;1992;-76.06921;156.17207
9472;3322;1992;-76.05977;156.01113
9473;7829;1992;-76.09148;155.99633
9474;5017;1992;-76.05045;156.21656
9475;1140;1992;-76.09741;155.99468
9476;5185;1992;-76.05375;156.2343
9477;7860;1992;-76.0539;156.34312
9478;1080;1992;-76.03863;156.24095
9479;1587;1992;-76.03095;156.03015
9480;7613;1992;-76.10147;156.25052
9481;7829;1992;-76.0596;156.04847
9482;4329;1992;-76.03839;156.12372
9483;1100;1992;-76.11219;156.02592
9484;6449;1992;-76.04127;156.09182
9485;5544;1992;-76.09364;156.16849
9486;9060;1992;-76.04222;156.12818
9487;6490;1992;-76.04038;156.15423
9488;9995;1992;-76.04295;156.11392
9489;6041;1992;-76.03115;156.03118
9490;2758;1992;-76.04583;156.45769
9491;1229;1992;-76.07348;156.06875
9492;5073;1992;-76.10605;155.99312
9493;9060;1992;-76.08364;156.23183
9494;6407;1992;-76.06445;156.02009
9495;44;1992;-76.0184;155.87737
9496;3061;1992;-76.04799;156.09201
9497;1080;1992;-76.04439;156.32457
9498;23;1992;-76.03307;156.19815
9499;54;1992;-76.03396;156.14349
9500;1047;1992;-76.0381;156.1155
9501;23;1992;-76.01494;155.84738
9502;6397;1992;-76.04157;156.3003
9503;6387;1992;-76.07937;156.05797
9504;12118;1992;-76.04775;156.18965
9505;1090;1992;-76.03701;156.12981
9506;2505;1992;-76.04946;156.18946
9507;3487;1992;-76.06641;156.01349
9508;6112;1992;-76.07912;156.05916
9509;1280;1992;-76.04206;156.06589
9510;9970;1992;-76.03725;156.12381
9511;23;1992;-76.03368;156.18817
9512;9555;1992;-76.06102;156.08084
9513;3040;1992;-76.04364;156.13081
9514;44;1992;-76.03951;156.07932
9515;4391;1992;-76.05238;156.16419
9516;3890;1992;-76.07056;156.0177
9517;4839;1992;-76.05721;156.33781
9518;7337;1992;-76.11494;156.02434
9519;1960;1992;-76.05608;156.2619
9520;1069;1992;-76.04175;156.29929
9521;6736;1992;-76.099;156.17471
9522;7930;1992;-76.10669;155.99759
9523;4622;1992;-76.04884;156.42619
9524;2519;1992;-76.05125;156.42403
9525;10753;1992;-76.05117;156.44728
9526;1130;1992;-76.04886;156.3571
9527;85;1992;-76.04164;156.27296
9528;7870;1992;-76.04911;156.33523
9529;1057;1992;-76.08197;156.02168
9530;1057;1992;-76.04586;156.32651
9531;6439;1992;-76.05402;156.34214
9532;8255;1992;-76.06999;155.87635
9533;2765;1992;-76.03271;156.01635
9534;1569;1992;-76.02328;155.96946
9535;1587;1992;-76.01575;155.85543
9536;10708;1992;-76.04838;155.85669
9537;3304;1992;-76.04253;155.89742
9538;11432;1992;-76.02664;156.02542
9539;1110;1992;-76.01838;155.87604
9540;1057;1992;-76.01335;155.82959
9541;1047;1992;-76.01179;155.81476
9542;6417;1992;-76.03058;155.91015
9543;96;1992;-76.01302;155.70581
9544;96;1992;-76.01939;155.9807
9545;12137;1992;-76.04508;156.03077
9546;1932;1992;-76.04765;156.02544
9547;65;1992;-76.03859;156.05463
9548;1080;1992;-76.02254;156.02779
9549;1090;1992;-76.02632;156.04138
9550;5347;1992;-76.03062;156.03564
9551;3537;1992;-76.03351;156.02232
9552;85;1992;-76.04097;156.30162
9553;7446;1992;-76.03595;155.9513
9554;6006;1992;-76.02051;155.73676
9555;4430;1992;-76.04025;155.87049
9556;6112;1992;-76.01364;155.7597
9557;44;1992;-76.01295;155.83949
9558;9944;1992;-76.01486;155.85108
9559;9006;1992;-76.02138;155.99401
9560;10459;1992;-76.05059;155.99666
9561;6518;1992;-76.06436;155.96937
9562;9174;1992;-76.03991;156.01165
9563;6648;1992;-76.05237;156.01825
9564;6866;1992;-76.02859;156.04526
9565;7213;1992;-76.04354;156.00941
9566;6998;1992;-76.04861;156.02614
9567;8343;1992;-76.03313;156.03233
9568;5554;1992;-76.04213;156.04118
9569;3316;1992;-76.0467;156.02325
9570;4677;1992;-76.06034;156.00718
9571;3261;1992;-76.0223;156.0275
9572;5185;1992;-76.03404;156.03093
9573;3757;1992;-76.04507;156.05937
9574;8430;1992;-76.03811;156.02096
9575;10241;1992;-76.06201;156.01401
9576;8013;1992;-76.03542;156.02306
9577;5396;1992;-76.05332;156.00752
9578;1587;1992;-76.04561;156.0322
9579;3732;1992;-76.05342;156.00834
9580;4677;1992;-76.06636;155.99522
9581;2539;1992;-76.02244;156.02742
9582;1617;1992;-76.05605;156.03324
9583;7435;1992;-76.02375;155.96475
9584;10753;1992;-76.04009;156.04951
9585;1846;1992;-76.02624;156.04321
9586;1140;1992;-76.04512;156.02739
9587;1578;1992;-76.18333;157.16667
9588;2539;1992;-76.05777;155.95762
9589;33;1992;-85.63333;157.16667
9590;1559;1992;-76.04261;156.01511
9591;2214;1992;-76.05754;155.9982
9592;3322;1992;-76.05668;155.97864
9593;9921;1992;-76.02154;156.03199
9594;4825;1992;-76.04222;155.94038
9595;9057;1996;-76.18333;157.16667
9596;1190;1996;-76.18333;157.16667
9597;2805;1996;-76.18333;157.16667
9598;2208;1996;-76.18333;157.16667
9599;1076;1996;-76.18333;157.16667
9600;8128;1996;-76.18333;157.16667
9601;8968;1996;-76.18333;157.16667
9602;9283;1996;-76.18333;157.16667
9603;7892;1996;-76.18333;157.16667
9604;3020;1996;-76.18333;157.16667
9605;8998;1996;-76.18333;157.16667
9606;12098;1996;-76.18333;157.16667
9607;4312;1996;-76.18333;157.16667
9608;4333;1996;-76.18333;157.16667
9609;56;1996;-76.18333;157.16667
9610;2304;1996;-76.18333;157.16667
9611;3765;1996;-76.18333;157.16667
9612;9073;1996;-76.18333;157.16667
9613;3545;1996;-76.18333;157.16667
9614;499;1996;-76.18333;157.16667
9615;11996;1996;-76.18333;157.16667
9616;10544;1996;-76.18333;157.16667
9617;11992;1996;-76.18333;157.16667
9618;8170;1996;-76.18333;157.16667
9619;7479;1996;-76.18333;157.16667
9620;4970;1996;-76.18333;157.16667
9621;3915;1996;-76.18333;157.16667
9622;10262;1996;-76.18333;157.16667
9623;11770;1996;-76.18333;157.16667
9624;5132;1996;-76.18333;157.16667
9625;8083;1996;-76.18333;157.16667
9626;8283;1996;-76.18333;157.16667
9627;5160;1996;-76.18333;157.16667
9628;6677;1996;-76.18333;157.16667
9629;4941;1996;-76.18333;157.16667
9630;6694;1996;-76.18333;157.16667
9631;6820;1996;-76.18333;157.16667
9632;5939;1996;-76.18333;157.16667
9633;5514;1996;-76.18333;157.16667
9634;5812;1996;-76.18333;157.16667
9635;5903;1996;-76.18333;157.16667
9636;5346;1996;-76.18333;157.16667
9637;7578;1996;-76.18333;157.16667
9638;3447;1996;-76.18333;157.16667
9639;1680;1996;-76.18333;157.16667
9640;1801;1996;-76.18333;157.16667
9641;2446;1996;-76.18333;157.16667
9642;7023;1996;-76.18333;157.16667
9643;3645;1996;-76.18333;157.16667
9644;3836;1996;-76.18333;157.16667
9645;2906;1996;-76.18333;157.16667
9646;3163;1996;-76.18333;157.16667
9647;3638;1996;-76.18333;157.16667
9648;2921;1996;-76.18333;157.16667
9649;4576;1996;-76.18333;157.16667
9650;2568;1996;-76.18333;157.16667
9651;3886;1996;-76.18333;157.16667
9652;3609;1996;-76.18333;157.16667
9653;7809;1996;-76.18333;157.16667
9654;11746;1996;-76.18333;157.16667
9655;12507;1996;-76.18333;157.16667
9656;2024;1996;-76.18333;157.16667
9657;11685;1996;-76.18333;157.16667
9658;5227;1996;-76.18333;157.16667
9659;6387;1996;-76.18333;157.16667
9660;3079;1996;-76.18333;157.16667
9661;11471;1996;-76.18333;157.16667
9662;11457;1996;-76.18333;157.16667
9663;8835;1996;-76.18333;157.16667
9664;4339;1996;-76.18333;157.16667
9665;75;1996;-76.18333;157.16667
9666;1080;1996;-76.18333;157.16667
9667;12128;1996;-76.18333;157.16667
9668;5373;1996;-76.18333;157.16667
9669;1617;1996;-76.18333;157.16667
9670;6377;1996;-76.18333;157.16667
9671;23;1996;-76.18333;157.16667
9672;4360;1996;-76.18333;157.16667
9673;96;1996;-76.18333;157.16667
9674;5851;1996;-76.18333;157.16667
9675;7829;1996;-76.18333;157.16667
9676;7850;1996;-76.18333;157.16667
9677;8223;1996;-76.18333;157.16667
9678;7850;1996;-76.18333;157.16667
9679;6397;1996;-76.18333;157.16667
9680;7850;1996;-76.18333;157.16667
9681;2214;1996;-76.18333;157.16667
9682;7923;1996;-76.18333;157.16667
9683;11519;1996;-76.18333;157.16667
9684;7892;1996;-76.18333;157.16667
9685;6112;1996;-76.18333;157.16667
9686;9618;1996;-76.18333;157.16667
9687;2119;1996;-76.18333;157.16667
9688;10932;1996;-76.18333;157.16667
9689;6648;1996;-76.18333;157.16667
9690;1942;1996;-76.18333;157.16667
9691;1960;1996;-76.18333;157.16667
9692;2775;1996;-76.18333;157.16667
9693;9074;1996;-76.18333;157.16667
9694;6459;1996;-76.18333;157.16667
9695;11093;1996;-76.18333;157.16667
9696;11156;1996;-76.18333;157.16667
9697;7819;1996;-76.18333;157.16667
9698;5563;1996;-76.18333;157.16667
9699;4709;1996;-76.18333;157.16667
9700;4645;1996;-76.18333;157.16667
9701;1090;1996;-76.18333;157.16667
9702;1080;1996;-76.18333;157.16667
9703;96;1996;-76.18333;157.16667
9704;4319;1996;-76.18333;157.16667
9705;8515;1996;-76.18333;157.16667
9706;65;1996;-76.18333;157.16667
9707;75;1996;-76.18333;157.16667
9708;54;1996;-76.18333;157.16667
9709;7829;1996;-76.18333;157.16667
9710;1090;1996;-76.18333;157.16667
9711;3672;1996;-76.18333;157.16667
9712;9931;1996;-76.18333;157.16667
9713;96;1996;-76.18333;157.16667
9714;5894;1996;-76.18333;157.16667
9715;11471;1996;-76.18333;157.16667
9716;9074;1996;-76.18333;157.16667
9717;96;1996;-76.18333;157.16667
9718;4339;1996;-76.18333;157.16667
9719;8324;1996;-76.18333;157.16667
9720;10009;1996;-76.18333;157.16667
9721;10401;1996;-76.18333;157.16667
9722;6951;1996;-76.18333;157.16667
9723;1120;1996;-76.18333;157.16667
9724;12480;1996;-76.18333;157.16667
9725;2251;1996;-76.18333;157.16667
9726;12480;1996;-76.18333;157.16667
9727;12385;1996;-76.18333;157.16667
9728;10463;1996;-76.18333;157.16667
9729;7291;1996;-76.18333;157.16667
9730;8777;1996;-76.18333;157.16667
9731;2011;1996;-76.18333;157.16667
9732;8437;1996;-76.18333;157.16667
9733;2261;1996;-76.18333;157.16667
9734;1130;1996;-76.18333;157.16667
9735;7108;1996;-76.18333;157.16667
9736;6112;1996;-76.18333;157.16667
9737;7613;1996;-76.18333;157.16667
9738;4319;1996;-76.18333;157.16667
9739;3890;1996;-76.18333;157.16667
9740;75;1996;-76.18333;157.16667
9741;44;1996;-76.18333;157.16667
9742;4309;1996;-76.18333;157.16667
9743;1080;1996;-76.18333;157.16667
9744;10229;1996;-76.18333;157.16667
9745;8992;1996;-76.18333;157.16667
9746;6429;1996;-76.18333;157.16667
9747;3294;1996;-76.18333;157.16667
9748;11037;1996;-76.18333;157.16667
9749;6856;1996;-76.18333;157.16667
9750;2775;1996;-76.18333;157.16667
9751;7840;1996;-76.18333;157.16667
9752;96;1996;-76.18333;157.16667
9753;4329;1996;-76.18333;157.16667
9754;3003;1996;-76.18333;157.16667
9755;65;1996;-76.18333;157.16667
9756;4319;1996;-76.18333;157.16667
9757;5347;1996;-76.18333;157.16667
9758;6449;1996;-76.18333;157.16667
9759;7923;1996;-76.18333;157.16667
9760;4360;1996;-76.18333;157.16667
9761;1217;1996;-76.18333;157.16667
9762;1569;1996;-76.18333;157.16667
9763;5732;1996;-76.18333;157.16667
9764;6439;1996;-76.18333;157.16667
9765;65;1996;-76.18333;157.16667
9766;2519;1996;-76.18333;157.16667
9767;1080;1996;-76.18333;157.16667
9768;3716;1996;-76.18333;157.16667
9769;10763;1996;-76.18333;157.16667
9770;4670;1996;-76.18333;157.16667
9771;8992;1996;-76.18333;157.16667
9772;11457;1996;-76.18333;157.16667
9773;5992;1996;-76.18333;157.16667
9774;7798;1996;-76.18333;157.16667
9775;107;1996;-76.18333;157.16667
9776;2765;1996;-76.18333;157.16667
9777;7840;1996;-76.18333;157.16667
9778;1326;1996;-76.18333;157.16667
9779;65;1996;-76.18333;157.16667
9780;3029;1996;-76.18333;157.16667
9781;6609;1996;-76.18333;157.16667
9782;10053;1996;-76.18333;157.16667
9783;75;1996;-76.18333;157.16667
9784;9626;1996;-76.18333;157.16667
9785;1047;1996;-76.18333;157.16667
9786;1110;1996;-76.18333;157.16667
