"id";"mass..g.";"year";"reclat";"reclong"
11145;6892;1998;-86.71667;-141.5
11146;6006;1998;-86.71667;-141.5
11147;7524;1998;-86.71667;-141.5
11148;10406;1998;-86.71667;-141.5
11149;6892;1998;-86.71667;-141.5
11150;10763;1998;-86.71667;-141.5
11151;10753;1998;-86.71667;-141.5
11152;85;1998;-86.71667;-141.5
11153;2791;1998;-86.71667;-141.5
11154;2758;1998;-86.71667;-141.5
11155;1578;1998;-86.71667;-141.5
11156;1269;1998;-86.71667;-141.5
11157;7881;1998;-86.71667;-141.5
11158;10604;1998;-86.71667;-141.5
11159;4839;1998;-86.71667;-141.5
11160;4622;1998;-86.71667;-141.5
11161;11341;1998;-86.71667;-141.5
11162;2251;1998;-86.71667;-141.5
11163;6459;1998;-86.71667;-141.5
11164;11471;1998;-86.71667;-141.5
11165;5726;1998;-86.71667;-141.5
11166;2758;1998;-86.71667;-141.5
11167;1140;1998;-86.71667;-141.5
11168;10698;1998;-86.71667;-141.5
11169;3529;1998;-86.71667;-141.5
11170;2181;1998;-86.71667;-141.5
11171;4391;1998;-86.71667;-141.5
11172;10233;1998;-86.71667;-141.5
11173;2657;1998;-86.71667;-141.5
11174;1831;1998;-86.71667;-141.5
11175;10787;1998;-86.71667;-141.5
11176;5981;1998;-86.71667;-141.5
11177;1524;1983;30.31167;-86.16667
11179;7892;1936;66;-120
11180;5844;1983;38.395;-98.91583
11181;2269;1991;26.2;25.66667
11182;2355;1991;25.5;25.41667
11183;1650;1991;26.05;25.66667
11184;9720;1994;25.59306;25.52778
11185;11532;1995;25.81611;25.91417
11186;8401;1995;26.76556;26.32361
11187;645;1996;26.91028;26.15167
11188;8449;1996;26.59444;25.62222
11189;8083;1996;27.03056;26.67444
11190;1847;1999;25.53667;25.65778
11191;8889;2000;26.01667;25.73333
11192;616;2002;28.10567;25.54017
44883;96;1994;25.91667;25.66667
44884;1090;1996;25.16667;25.66667
44885;10763;1996;25.28317;25.60833
44886;1280;2005;25.3735;25.70617
49490;1291;2007;28.18917;25.62167
50999;9177;2006;26.37817;26.8505
51000;10161;2006;25.43617;25.4865
51057;11446;2006;26.18667;25.45567
51001;11536;2006;26.18667;25.45567
51002;10754;2006;26.18667;25.45567
51003;7954;2007;26.61667;26.19933
51004;2131;2007;26.62533;26.19833
51005;10408;2007;26.77133;26.54283
51006;2665;2007;26.82583;27.14233
51007;2125;2007;26.8235;27.1415
53618;2729;2010;26.32733;27.33667
56302;9959;2010;25.34583;25.498
11193;8670;1995;31.76167;-110.75
11194;8836;1880;37.83333;-80.31667
30666;8401;2004;39.49133;-112.942
11195;10425;1987;30.51528;-91.01222
11197;10879;1997;21.229;10.75633
11198;10089;1997;20.7145;11.11567
11199;8799;1997;20.56783;11.34583
11200;6543;1955;53.23333;27.33333
11201;11639;1912;39.93333;-99.21667
11202;1912;1969;34.38167;-103.39167
11203;12284;1969;34.26667;-103.38333
11204;9810;1985;33.71667;-102.81667
55289;12285;2011;35.06639;-114.0975
11209;6314;1985;-85.66667;175
11210;603;1985;-85.66667;175
11211;5709;1985;-85.66667;175
11212;647;1985;-85.66667;175
11213;890;1985;-85.66667;175
11214;12577;1985;-85.66667;175
11215;4110;1985;-85.66667;175
11216;4086;1985;-85.66667;175
11217;552;1985;-85.66667;175
11218;282;1985;-85.66667;175
11219;5321;1985;-85.66667;175
11220;7163;1985;-85.66667;175
11221;7024;1985;-85.66667;175
11222;7687;1985;-85.66667;175
11223;5517;1985;-85.66667;175
11224;7084;1985;-85.66667;175
11225;1922;1985;-85.66667;175
11226;6876;1985;-85.66667;175
11227;9995;1985;-85.66667;175
11228;1141;1995;-85.66667;175
11229;11342;1995;-85.66667;175
11230;8879;1995;-85.66667;175
11231;7763;1995;-85.66667;175
11232;7622;1995;-85.66667;175
11233;3914;1995;-85.66667;175
11234;374;1995;-85.66667;175
11235;108;1995;-85.66667;175
11236;464;1995;-85.66667;175
11237;133;1995;-85.66667;175
11238;242;1995;-85.66667;175
11239;10285;1995;-85.66667;175
11240;11752;1995;-85.66667;175
11241;11805;1995;-85.66667;175
11242;11766;1995;-85.66667;175
11243;10424;1995;-85.66667;175
11244;8481;1995;-85.66667;175
11245;9659;1995;-85.66667;175
11246;537;1995;-85.66667;175
11247;10537;1995;-85.66667;175
11248;10302;1995;-85.66667;175
11249;8458;1995;-85.66667;175
11250;12438;1995;-85.66667;175
11251;7968;1995;-85.66667;175
11252;7243;1995;-85.66667;175
11253;6056;1995;-85.66667;175
11254;6111;1995;-85.66667;175
11255;7961;1995;-85.66667;175
11256;7181;1995;-85.66667;175
11257;5432;1995;-85.66667;175
11258;10068;1995;-85.66667;175
11259;10952;1995;-85.66667;175
11260;7056;1995;-85.66667;175
11261;10131;1995;-85.66667;175
11262;3328;1995;-85.66667;175
11263;9360;1995;-85.66667;175
11264;6905;1995;-85.66667;175
11265;5509;1995;-85.66667;175
11266;7150;1995;-85.66667;175
11267;5683;1995;-85.66667;175
11268;5476;1995;-85.66667;175
11269;5650;1995;-85.66667;175
11270;5817;1995;-85.66667;175
11271;4936;1995;-85.66667;175
11272;10205;1995;-85.66667;175
11273;2607;1995;-85.66667;175
11274;4514;1995;-85.66667;175
11275;5916;1995;-85.66667;175
11276;5011;1995;-85.66667;175
11277;3559;1995;-85.66667;175
11278;3336;1995;-85.66667;175
11279;4759;1995;-85.66667;175
11280;3578;1995;-85.66667;175
11281;4780;1995;-85.66667;175
11282;4530;1995;-85.66667;175
11283;5432;1995;-85.66667;175
11284;3235;1995;-85.66667;175
11285;3878;1995;-85.66667;175
11286;4535;1995;-85.66667;175
11287;4533;1995;-85.66667;175
11288;5127;1995;-85.66667;175
11289;5155;1995;-85.66667;175
11290;5601;1995;-85.66667;175
11291;4618;1995;-85.66667;175
11292;5635;1995;-85.66667;175
11293;3204;1995;-85.66667;175
11294;9118;1995;-85.66667;175
11295;2903;1995;-85.66667;175
11296;2450;1995;-85.66667;175
11297;8529;1995;-85.66667;175
11298;2666;1995;-85.66667;175
11299;9180;1995;-85.66667;175
11300;11746;1995;-85.66667;175
11301;11967;1995;-85.66667;175
11302;12174;1995;-85.66667;175
11303;2412;1995;-85.66667;175
11304;9345;1995;-85.66667;175
11305;1435;1995;-85.66667;175
11306;3003;1995;-85.66667;175
11307;2957;1995;-85.66667;175
11308;11088;1995;-85.66667;175
11309;8767;1995;-85.66667;175
11310;11481;1995;-85.66667;175
11311;1479;1995;-85.66667;175
11312;2428;1995;-85.66667;175
11313;11916;1995;-85.66667;175
11314;12263;1995;-85.66667;175
11315;1804;1995;-85.66667;175
11316;1674;1995;-85.66667;175
11317;2109;1995;-85.66667;175
11318;2075;1995;-85.66667;175
11319;1674;1995;-85.66667;175
11320;11830;1995;-85.66667;175
11321;1951;1995;-85.66667;175
11322;11193;1995;-85.66667;175
11323;2698;1995;-85.66667;175
11324;1941;1995;-85.66667;175
11325;11162;1995;-85.66667;175
11326;2512;1995;-85.66667;175
11327;11102;1995;-85.66667;175
11328;3757;1995;-85.66667;175
11329;2921;1995;-85.66667;175
11330;9183;1995;-85.66667;175
11331;8215;1995;-85.66667;175
11332;2884;1995;-85.66667;175
11333;5999;1995;-85.66667;175
11334;2819;1995;-85.66667;175
11335;10861;1995;-85.66667;175
11336;9906;1995;-85.66667;175
11337;6764;1995;-85.66667;175
11338;5363;1995;-85.66667;175
11339;5574;1995;-85.66667;175
11340;8244;1995;-85.66667;175
11341;9712;1995;-85.66667;175
11342;6018;1995;-85.66667;175
11343;1662;1995;-85.66667;175
11344;2020;1995;-85.66667;175
11345;7916;1995;-85.66667;175
11346;5574;1995;-85.66667;175
11347;6498;1995;-85.66667;175
11348;3105;1995;-85.66667;175
11349;9634;1995;-85.66667;175
11350;7941;1995;-85.66667;175
11351;1638;1995;-85.66667;175
11352;11916;1995;-85.66667;175
11353;9253;1995;-85.66667;175
11354;3623;1995;-85.66667;175
11355;4654;1995;-85.66667;175
11356;1719;1995;-85.66667;175
11357;10864;1995;-85.66667;175
11358;11311;1995;-85.66667;175
11359;9685;1995;-85.66667;175
11360;1843;1995;-85.66667;175
11361;11094;1995;-85.66667;175
11362;2079;1995;-85.66667;175
11363;6065;1995;-85.66667;175
11364;12178;1995;-85.66667;175
11365;11646;1995;-85.66667;175
11366;6862;1995;-85.66667;175
11367;4709;1995;-85.66667;175
11368;12107;1995;-85.66667;175
11369;1887;1995;-85.66667;175
11370;1204;1995;-85.66667;175
11371;4341;1995;-85.66667;175
11372;11481;1995;-85.66667;175
11373;9618;1995;-85.66667;175
11374;12305;1995;-85.66667;175
11375;11954;1995;-85.66667;175
11376;11735;1995;-85.66667;175
11377;12301;1995;-85.66667;175
11378;12296;1995;-85.66667;175
11379;9753;1995;-85.66667;175
11380;10441;1995;-85.66667;175
11381;1606;1995;-85.66667;175
11382;5718;1995;-85.66667;175
11383;4479;1995;-85.66667;175
11384;9635;1995;-85.66667;175
11385;10009;1995;-85.66667;175
11386;2298;1995;-85.66667;175
11387;3269;1995;-85.66667;175
11388;1691;1995;-85.66667;175
11389;8233;1995;-85.66667;175
11390;11970;1995;-85.66667;175
11391;2103;1995;-85.66667;175
11392;10395;1995;-85.66667;175
11393;10924;1995;-85.66667;175
46612;6394;2002;-73.09722;75.175
46613;7880;2002;-73.09667;75.175
46614;7866;2002;-73.10417;75.17944
46615;4323;2002;-73.09806;75.17833
30667;44;2002;-73.0975;75.20472
46616;1107;2002;-73.09639;75.2025
46617;5420;2002;-73.08972;75.18944
46618;9918;2002;-73.09806;75.20917
46619;4310;2002;-73.09222;75.19333
30668;4349;2002;-73.11389;75.105
46620;59;2002;-73.11333;75.10389
46621;1072;2002;-73.10389;75.17
30669;10718;2002;-73.10333;75.17028
46622;4373;2002;-73.105;75.17139
30670;1187;2002;-73.12139;75.10639
46623;1093;2002;-73.09694;75.19833
30671;4319;2002;-73.09639;75.18417
46624;4349;2002;-73.09361;75.19056
46625;1187;2002;-73.08389;75.21639
46626;4356;2002;-73.08611;75.23417
46627;1578;2002;-73.08639;75.23306
46508;6397;2002;-73.08583;75.2075
46509;4369;2002;-73.08583;75.20833
46510;11419;2002;-73.08389;75.20833
30672;6417;2002;-73.0775;75.27528
46628;1846;2002;-73.075;75.25528
46511;8200;2002;-73.06917;75.27694
46512;1187;2002;-73.07306;75.26889
30673;7543;2002;-73.07056;75.26556
46629;54;2002;-73.07444;75.27417
46630;1133;2002;-73.08583;75.22
46631;1131;2002;-73.11417;75.16889
46632;1091;2002;-73.10417;75.16778
46633;5235;2002;-73.10333;75.17361
46634;9934;2002;-73.10806;75.20417
46635;1047;2002;-73.09889;75.175
46636;1104;2002;-73.10556;75.17056
46637;5396;2002;-73.14361;75.0575
30674;3184;2002;-73.16306;75.05472
46638;6653;2002;-73.13472;75.04278
46639;1081;2002;-73.10528;75.15222
46640;4315;2003;-73.00639;75.19222
46513;9575;2003;-72.99444;75.20778
46514;9021;2003;-72.99389;75.2125
46515;1136;2003;-72.99167;75.21056
46641;6112;2003;-72.99861;75.23611
30675;11519;2003;-72.99944;75.22806
30676;11471;2003;-73.00028;75.20222
46516;1060;2003;-72.99444;75.20944
46642;6370;2003;-72.99972;75.20972
46517;1076;2003;-72.99167;75.22778
46643;1876;2003;-73.01722;75.25556
46644;1239;2003;-73.01;75.22778
46645;4315;2003;-73.01611;75.18611
46646;6358;2003;-72.99889;75.19722
46647;9014;2003;-72.99861;75.19806
46648;2485;2003;-72.99694;75.20611
46649;4353;2003;-72.99444;75.20556
46650;4615;2003;-72.99417;75.20528
46651;4654;2003;-72.99306;75.2
46652;9965;2003;-72.99917;75.22778
46653;4325;2003;-72.99722;75.21944
46654;4387;2003;-72.99444;75.21667
46655;1139;2003;-72.99667;75.21972
46656;4332;2003;-72.99694;75.22306
46657;1116;2003;-72.99917;75.23889
47734;100;2003;-72.986111;75.231944
46658;10197;2003;-72.995;75.20583
46659;3350;2003;-72.99556;75.20778
46660;10776;2003;-72.99917;75.20278
46661;7841;2003;-72.99889;75.20417
46518;2152;2003;-72.99833;75.19583
46519;11999;2003;-72.99889;75.21278
46520;1088;2003;-72.99583;75.20972
30677;6742;2003;-72.99583;75.20667
46521;7317;2003;-72.99528;75.20444
46522;1070;2003;-72.99444;75.205
30678;4402;2003;-73.01389;75.27083
30679;5250;2003;-73.005;75.27222
46662;9056;2003;-72.99028;75.27778
46663;8954;2003;-72.99556;75.22056
30680;11496;2003;-72.99639;75.21694
46664;1049;2003;-72.99639;75.21278
46665;10755;2003;-72.99667;75.20833
46666;4307;2003;-72.99639;75.20778
46667;4306;2003;-73.00222;75.28306
46668;6359;2003;-73.00361;75.25278
46669;7846;2003;-73.00361;75.25139
30681;10729;2003;-72.99944;75.26111
46670;8995;2003;-72.99583;75.2275
46671;1065;2003;-72.99583;75.20667
46523;1043;2003;-72.99556;75.20639
46524;9903;2003;-72.99528;75.20667
46525;1119;2003;-72.99694;75.20611
46526;2291;2003;-72.99444;75.20417
46527;2022;2003;-72.99444;75.20444
30682;5058;2003;-72.9975;75.20417
46672;10703;2003;-72.99722;75.20389
46673;4359;2003;-72.99417;75.20444
46674;7812;2003;-72.99667;75.21806
30683;3701;2003;-72.99;75.26167
46675;5538;2003;-72.98139;75.26
46676;5221;2003;-72.98083;75.25556
46677;2261;2003;-72.98083;75.25611
46678;6426;2003;-72.98;75.25639
46679;9057;2003;-72.98028;75.25556
46680;4301;2003;-72.98028;75.25472
46681;6363;2003;-72.98139;75.24972
46528;4317;2003;-72.97972;75.25639
46529;1100;2003;-72.98056;75.25556
46530;1067;2003;-72.98;75.26
46531;107;2003;-72.98194;75.25167
46532;11451;2003;-72.97861;75.26611
30684;2039;2003;-72.97917;75.26556
46682;6408;2003;-72.97667;75.26694
46683;11423;2003;-72.97917;75.26583
46684;7210;2003;-72.97889;75.26472
46685;1113;2003;-72.97917;75.25806
46686;2519;2003;-72.97833;75.25889
46687;2251;2003;-72.97722;75.26028
46688;6396;2003;-72.97778;75.26
46689;1087;2003;-72.97861;75.26083
46690;4309;2003;-72.97944;75.26028
46691;7869;2003;-72.9775;75.26083
46692;9991;2003;-72.98056;75.2625
46693;1617;2003;-72.98139;75.26389
30685;9192;2003;-72.98222;75.26583
46694;2450;2003;-72.97667;75.26028
46533;6440;2003;-72.97694;75.26111
46534;1130;2003;-72.97722;75.26139
46535;3029;2003;-72.97806;75.26056
46695;1898;2003;-72.98;75.25889
46696;6388;2003;-72.97917;75.26278
46697;11502;2003;-72.98056;75.25833
46698;4326;2003;-72.97861;75.255
46699;6382;2003;-72.97833;75.25722
46700;10682;2003;-72.97722;75.25861
47735;98;2003;-72.9775;75.263889
46701;1050;2003;-72.97778;75.25778
46702;4327;2003;-72.97694;75.25694
46703;1136;2003;-72.97778;75.26167
46704;1109;2003;-72.9775;75.25528
46705;4327;2003;-72.97639;75.26722
46706;4391;2003;-72.9775;75.26528
46707;10004;2003;-72.9775;75.26583
46708;11517;2003;-72.97694;75.2675
46709;4301;2003;-72.97778;75.26556
46710;1085;2003;-72.97972;75.26333
46711;4353;2003;-72.97972;75.26361
46536;1100;2003;-72.98056;75.26417
46537;1091;2003;-72.98083;75.26111
30686;10126;2003;-72.97722;75.26833
46712;4365;2003;-72.97722;75.26806
46713;7870;2003;-72.97722;75.26778
30687;248;2003;-72.97667;75.27083
46714;1094;2003;-72.97861;75.26111
46715;6431;2003;-72.97833;75.26056
46716;10741;2003;-72.97889;75.26111
46717;4330;2003;-72.97611;75.26694
46718;6399;2003;-72.97639;75.265
46719;8980;2003;-72.97667;75.26583
46720;10018;2003;-72.97639;75.26306
46721;11412;2003;-72.9775;75.26306
46538;10727;2003;-72.97806;75.26361
30688;1595;2003;-72.97806;75.26333
46722;7868;2003;-72.97806;75.26028
47736;59;2003;-72.976111;75.266389
46723;1042;2003;-72.9775;75.26306
46724;4362;2003;-72.97639;75.26389
46725;9543;2003;-72.78167;75.30278
46726;1094;2003;-72.97917;75.26167
46727;1100;2003;-72.97806;75.26194
46728;1068;2003;-72.97917;75.26694
47737;59;2003;-72.9775;75.264167
46729;5035;2003;-72.99444;75.26444
46730;1041;2003;-72.99444;75.26361
47738;90;2003;-72.994722;75.263333
46731;6374;2003;-72.97806;75.26306
46732;1100;2003;-72.9775;75.26722
46733;7339;2003;-72.97861;75.25917
46734;1094;2003;-72.97833;75.25944
46735;9536;2003;-72.98444;75.225
47739;56;2003;-72.9925;75.206389
47740;61;2003;-72.9925;75.206389
46539;7426;2003;-72.9925;75.20639
30689;11249;2003;-72.9925;75.20639
47741;73;2003;-72.9925;75.206389
49720;85;2003;-72.9925;75.20639
47742;90;2003;-72.9925;75.206389
47743;1060;2003;-72.9925;75.206389
49721;6627;2003;-72.9925;75.20639
49722;1042;2003;-72.9925;75.20639
49723;1056;2003;-72.9925;75.20639
49724;1067;2003;-72.9925;75.2064
49725;1112;2003;-72.9925;75.20639
47744;4365;2003;-72.9925;75.206389
49726;9936;2003;-72.9925;75.20639
49727;5518;2003;-72.9925;75.20639
49728;5892;2003;-72.9925;75.20639
47745;9925;2003;-72.987222;75.209722
49729;9944;2003;-72.98722;75.20972
49730;8340;2003;-72.99167;75.22222
30690;3040;2003;-72.99167;75.22222
47746;1047;2003;-73.000833;75.217222
49731;7820;2003;-72.99361;75.21806
49732;3278;2003;-72.9833;75.2142
49733;2555;2003;-72.9881;75.2167
47747;1074;2003;-72.983056;75.229167
49734;48;2003;-72.9831;75.2292
30691;10942;2003;-72.98306;75.22917
47748;11202;2003;-72.983056;75.229167
47749;5185;2003;-72.983056;75.229167
49735;2453;2003;-72.98306;75.22917
49736;2512;2003;-72.98306;75.22917
49737;12157;2003;-72.98306;75.22917
47750;11461;2003;-72.983056;75.229167
49738;7827;2003;-72.98306;75.22917
47751;1117;2003;-72.983056;75.229167
47752;1043;2003;-72.983056;75.229167
47753;12253;2003;-72.983056;75.229167
47754;1093;2003;-72.983056;75.229167
49739;1051;2003;-72.98306;75.22917
47755;1094;2003;-72.983056;75.229167
49740;1057;2003;-72.98306;75.22917
49741;1057;2003;-72.98306;75.22917
47756;98;2003;-72.983056;75.229167
47757;89;2003;-72.983056;75.229167
47758;95;2003;-72.983056;75.229167
47759;73;2003;-72.983056;75.229167
49742;85;2003;-72.98306;75.22917
49743;52;2003;-72.98306;75.22917
49744;11441;2003;-72.98611;75.21389
47760;7828;2003;-72.988333;75.203611
47761;1076;2003;-72.988333;75.201389
47762;10519;2003;-72.989722;75.2175
49745;5550;2003;-72.98972;75.21833
47763;6384;2003;-72.978889;75.260833
47764;1119;2003;-72.978889;75.260833
30692;3523;2003;-72.98389;75.24639
47765;12131;2003;-72.983889;75.246389
49746;59;2003;-72.9839;75.2464
47766;6390;2003;-72.983889;75.246389
49747;87;2003;-72.9839;75.2464
49748;1066;2003;-72.98389;75.24639
47767;7847;2003;-72.983889;75.246389
49749;1111;2003;-72.98389;75.24639
47768;9994;2003;-72.983889;75.246389
30693;8835;2003;-72.98389;75.24639
49750;6377;2003;-72.98389;75.24639
47769;1098;2003;-72.983889;75.246389
49751;1114;2003;-72.98389;75.24639
47770;1069;2003;-72.983889;75.246389
47771;4310;2003;-72.983889;75.246389
49752;6393;2003;-72.98389;75.24639
49753;7815;2003;-72.98389;75.24639
49754;1070;2003;-72.98389;75.24639
47772;1057;2003;-72.983889;75.246389
49755;4305;2003;-72.98389;75.24639
47773;1126;2003;-72.983889;75.246389
47774;1068;2003;-72.983889;75.246389
49756;1066;2003;-72.98389;75.24639
47775;1046;2003;-72.983889;75.246389
49757;1052;2003;-72.98389;75.24639
47776;1043;2003;-72.983889;75.246389
47777;1074;2003;-72.983889;75.246389
47778;1073;2003;-72.983889;75.246389
49758;96;2003;-72.98389;75.24639
49759;1071;2003;-72.98389;75.24639
47779;105;2003;-72.983889;75.246389
49760;97;2003;-72.98389;75.24639
47780;74;2003;-72.983889;75.246389
49761;92;2003;-72.9839;75.2464
49762;92;2003;-72.98389;75.24639
47781;69;2003;-72.983889;75.246389
47782;89;2003;-72.983889;75.246389
49763;65;2003;-72.9839;75.2464
49764;65;2003;-72.98389;75.24639
49765;70;2003;-72.9839;75.2464
47783;69;2003;-72.983889;75.246389
49766;72;2003;-72.98389;75.24639
49767;72;2003;-72.98389;75.24639
49768;72;2003;-72.98389;75.24639
49769;72;2003;-72.98389;75.24639
49770;50;2003;-72.98389;75.24639
49771;58;2003;-72.9839;75.2464
49772;51;2003;-72.9839;75.2464
49773;48;2003;-72.9839;75.2464
49774;52;2003;-72.98389;75.24639
49775;50;2003;-72.98389;75.24639
49776;50;2003;-72.98389;75.24639
49777;50;2003;-72.9839;75.2464
49778;52;2003;-72.98389;75.24639
49779;48;2003;-72.98389;75.24639
49780;49;2003;-72.9839;75.2464
49781;51;2003;-72.98389;75.24639
47784;4663;2003;-72.983333;75.251111
49782;1066;2003;-72.98417;75.24528
49783;2499;2003;-72.98361;75.25111
49784;9094;2003;-72.98417;75.24694
47785;5347;2003;-72.984167;75.246944
47786;4432;2003;-72.984167;75.246944
49785;2182;2003;-72.98417;75.24694
49786;9015;2003;-72.98361;75.24722
47787;1117;2003;-72.983611;75.247222
47788;1125;2003;-72.983611;75.247222
49787;1096;2003;-72.98361;75.24722
49788;1096;2003;-72.98361;75.24722
47789;1053;2003;-72.983611;75.247222
49789;107;2003;-72.98389;75.24639
49790;96;2003;-72.98389;75.24639
47790;1043;2003;-72.983889;75.246389
49791;68;2003;-72.9839;75.2464
47791;1038;2003;-72.983889;75.246389
49792;73;2003;-72.98389;75.24639
49793;68;2003;-72.9839;75.2464
47792;64;2003;-72.983889;75.246389
49794;48;2003;-72.98389;75.24639
49795;51;2003;-72.98389;75.24639
47793;4692;2003;-72.983889;75.245556
49796;51;2003;-72.98389;75.25
49797;51;2003;-72.98389;75.25
49798;6455;2003;-72.98389;75.25
49799;92;2003;-72.98389;75.25
47794;64;2003;-72.983889;75.25
47795;4308;2003;-72.983333;75.249444
47796;4318;2003;-72.983333;75.249444
49800;1067;2003;-72.9833;75.2494
47797;98;2003;-72.983333;75.249444
49801;70;2003;-72.98333;75.24944
49802;96;2003;-72.98333;75.24639
49803;58;2003;-72.98333;75.24944
47798;59;2003;-72.983333;75.249444
49804;50;2003;-72.9833;75.2494
49805;51;2003;-72.9833;75.2494
49806;4307;2003;-72.9839;75.2464
49807;4306;2003;-72.9839;75.2464
47799;1125;2003;-72.983889;75.246389
47800;1057;2003;-72.983889;75.246389
47801;1055;2003;-72.983889;75.246389
49808;107;2003;-72.9839;75.2464
47802;87;2003;-72.983889;75.246389
47803;75;2003;-72.983889;75.246389
49809;51;2003;-72.9839;75.2464
49810;51;2003;-72.98389;75.24639
49811;50;2003;-72.98389;75.24639
49812;52;2003;-72.98389;75.24639
49813;48;2003;-72.98389;75.24639
49814;58;2003;-72.98389;75.24639
47804;4363;2003;-72.983889;75.246667
47805;4317;2003;-72.983611;75.245833
47806;95;2003;-72.983611;75.245833
47807;1053;2003;-72.983611;75.245833
49815;70;2003;-72.98361;75.24583
47808;61;2003;-72.983611;75.245833
49816;65;2003;-72.98361;75.24583
49817;50;2003;-72.98361;75.24583
49818;49;2003;-72.98361;75.24583
47809;59;2003;-72.983611;75.245833
47810;95;2003;-72.983611;75.245833
49819;70;2003;-72.98361;75.24583
49820;49;2003;-72.98361;75.24583
49821;70;2003;-72.98361;75.24583
49822;50;2003;-72.98361;75.24583
46736;6518;2003;-72.94583;75.26667
46540;3592;2003;-72.94306;75.275
49823;6395;2003;-72.94111;75.29028
46737;9701;2003;-72.94167;75.29194
46541;1397;2003;-72.935;75.325
46542;1960;2003;-72.93528;75.32472
30694;3269;2003;-72.93528;75.32417
46738;3889;2003;-72.93972;75.30139
46739;10042;2003;-72.93472;75.31667
46740;11640;2003;-72.93472;75.31583
30695;11549;2003;-72.94222;75.29028
30696;1479;2003;-72.95944;75.31028
46741;9552;2003;-72.93556;75.34639
46742;861;2003;-72.93667;75.345
46743;5272;2003;-72.96694;75.27333
30697;7025;2003;-72.93611;75.30889
47811;11456;2003;-72.9425;75.299722
46744;8249;2003;-72.94667;75.30583
30698;6417;2003;-72.94167;75.30583
47812;1076;2003;-72.9425;75.316667
49824;68;2003;-72.94139;75.30056
46745;9618;2003;-72.94306;75.29667
46746;1954;2003;-72.94917;75.2925
46747;3284;2003;-72.94444;75.29861
46543;3288;2003;-72.95167;75.27361
46544;5062;2003;-72.94833;75.26556
46545;3323;2003;-72.94861;75.265
30699;12205;2003;-72.94861;75.26361
46546;7518;2003;-72.945;75.26083
47813;12091;2003;-72.946111;75.269167
46547;5827;2003;-72.94639;75.28333
30700;3619;2003;-72.95889;75.28
46748;8561;2003;-72.93667;75.30139
46749;1595;2003;-72.93528;75.32
30701;2627;2003;-72.935;75.31861
46750;6515;2003;-72.93472;75.32028
46751;10102;2003;-72.94917;75.25861
46752;11927;2003;-72.93472;75.32028
46753;12417;2003;-72.93611;75.31361
46754;9407;2003;-72.93639;75.31417
47814;61;2003;-72.953333;75.228056
46755;1055;2003;-72.95944;75.23694
49825;1071;2003;-72.95944;75.21611
46756;6446;2003;-72.96083;75.24722
47815;4348;2003;-72.960833;75.225278
49826;6365;2003;-72.9642;75.2392
49827;7823;2003;-72.96306;75.21472
47816;75;2003;-72.9625;75.225833
46757;1085;2003;-72.96472;75.21639
49828;59;2003;-72.9656;75.2431
49829;6369;2003;-72.96028;75.22028
30702;3741;2003;-72.96389;75.22222
46758;6660;2003;-72.96278;75.24611
46548;3016;2003;-72.93472;75.32167
46549;3525;2003;-72.93472;75.32028
49830;88;2003;-72.935;75.31389
49831;65;2003;-72.93472;75.32194
49832;1091;2003;-72.935;75.31861
30703;5377;2003;-72.93472;75.32083
49833;1234;2003;-72.93528;75.32222
49834;6377;2003;-72.93611;75.30556
47817;7829;2003;-72.935278;75.316667
30704;10604;2003;-72.93444;75.325
46550;2242;2003;-72.93417;75.32222
46551;2223;2003;-72.93833;75.28972
47818;12092;2003;-72.938333;75.290278
46552;3747;2003;-72.94028;75.28583
46759;5217;2003;-72.93333;75.33528
46760;1702;2003;-72.93417;75.32583
46761;9578;2003;-72.93833;75.28972
46762;8591;2003;-72.94333;75.27167
46763;3708;2003;-72.96306;75.23917
49835;4349;2003;-72.96028;75.22222
46764;1425;2003;-72.96389;75.21611
46765;2514;2003;-72.96278;75.23889
30705;9970;2003;-72.96528;75.21528
49836;52;2003;-72.9633;75.2178
30706;9412;2003;-72.965;75.22028
46766;8325;2003;-72.96306;75.22444
49837;11510;2003;-72.9625;75.23417
47819;7805;2003;-72.963333;75.255833
46767;1605;2003;-72.96194;75.25556
46768;6634;2003;-72.96389;75.22528
47820;12116;2003;-72.961389;75.224722
46553;10451;2003;-72.96583;75.23
46554;3038;2003;-72.93556;75.29833
49838;6447;2003;-72.85222;75.21944
46555;5850;2003;-72.85444;75.21083
30707;1496;2003;-72.82722;75.28083
46556;4869;2003;-72.82444;75.29167
47821;11453;2003;-72.824722;75.291944
46557;5580;2003;-72.82472;75.29139
46769;11315;2003;-72.825;75.35667
46770;5228;2003;-72.825;75.35639
47822;90;2003;-72.825;75.356111
46771;2232;2003;-72.825;75.35667
30708;7686;2003;-72.82278;75.29639
46772;7352;2003;-72.94167;75.2775
47823;9960;2003;-72.962778;75.225556
49839;65;2003;-72.99611;75.20333
49840;1096;2003;-72.99583;75.20389
47824;6383;2003;-72.9775;75.216944
46773;8793;2003;-72.82444;75.29167
46774;5576;2003;-72.77528;75.32472
49841;4316;2003;-72.77417;75.33167
47825;1069;2003;-72.773889;75.336944
46775;8598;2003;-72.77333;75.33222
30709;7860;2003;-72.77361;75.33361
49842;7814;2003;-72.77444;75.32306
47826;1125;2003;-72.793889;75.281944
47827;1057;2003;-72.783333;75.281944
47828;59;2003;-72.783611;75.2975
